source,target
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.135,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.142,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.141,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.136,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.140,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.143,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.149,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.148,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.147,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.146,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.145,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.190,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.198,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.191,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.197,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.199,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.196,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.192,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.206,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.203,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.193,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.202,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.205,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.194,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.200,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.204,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.195,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.208,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.207,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.201,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.210,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.209,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.218,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.216,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.214,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.212,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.217,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.211,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.215,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.219,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.213,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.221,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.220,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.223,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.229,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.276,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.225,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.274,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.224,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.270,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.226,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.279,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.222,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.227,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.272,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.277,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.228,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.275,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.271,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.287,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.273,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.278,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.286,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.282,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.280,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.289,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.285,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.284,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.288,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.283,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.281,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.290,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.298,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.297,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.296,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.295,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.294,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.291,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.299,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.231,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.292,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.230,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.232,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.293,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.238,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.235,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.233,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.239,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.243,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.234,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.240,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.236,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.249,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.241,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.237,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.248,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.246,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.242,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.244,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.253,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.245,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.257,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.247,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.258,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.252,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.255,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.250,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.254,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.265,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.259,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.251,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.256,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.262,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.260,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.266,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.263,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.309,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.261,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.269,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.308,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.264,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.267,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.307,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.317,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.268,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.316,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.315,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.314,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.313,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.312,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.311,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.310,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.318,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.320,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.319,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.324,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.323,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.322,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.321,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.306,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.305,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.304,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.303,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.302,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.301,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.300,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.20.448,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.application.management.v1:1.0.169,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.application.management.v1:1.0.168,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.application.management.v1:1.0.167,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.application.management.v1:1.0.165,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.application.management.v1:1.0.166,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.application.management.v1:1.0.163,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.application.management.v1:1.0.164,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.application.management.v1:1.0.161,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.application.management.v1:1.0.160,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.application.management.v1:1.0.178,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.application.management.v1:1.0.179,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.application.management.v1:1.0.176,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.application.management.v1:1.0.177,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.application.management.v1:1.0.174,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.application.management.v1:1.0.175,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.application.management.v1:1.0.172,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.application.management.v1:1.0.173,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
